lon,lat,LCOE,max_elc,demand,co2,region,up_id,down_id,right_id,left_id,right_distance,left_distance,up_distance,down_distance,site_id,co2_cost
-102,60,0.0366213276119403,42496309.2688,316.1064205,0.0,R118,R119,R117,R129,R107,167.3856623320569,167.3856623320569,334.3117494138862,334.15893324043475,R118,50
-102,63,0.030250929166666666,46080838.0219,0.0,0.0,R119,R120,R118,R130,R108,152.00468545469397,152.00468545469397,334.45461121896113,334.3117494138862,R119,50
-102,66,0.027230242056074768,45637124.4409,0.0,0.0,R120,R121,R119,R131,R109,136.2012022570748,136.2012022570748,334.5859304616568,334.45461121896113,R120,50
-102,69,0.027424838461538464,33017785.2934,0.0,0.0,R121,R122,R120,R132,R110,120.01874256123294,120.01874256123294,334.70424431105016,334.5859304616568,R121,50
-102,72,0.030955796875,12031707.3132,0.0,0.0,R122,R123,R121,R133,R111,103.5020151220522,103.5020151220522,334.80823238428104,334.70424431105016,R122,50
-102,75,0.03100479642857143,10507242.9877,0.0,0.0,R123,R124,R122,R134,R112,86.69677647368049,86.69677647368049,334.8967322749505,334.80823238428104,R123,50
-102,78,0.028575005555555557,14682117.7025,0.0,0.0,R124,R-999,R123,R135,R113,69.64969359892991,69.64969359892991,,334.8967322749505,R124,50
-99,48,0.031095350000000004,13411288.423799999,0.0,0.0,R125,R126,R-999,R137,R114,223.86193577281125,223.86193577281125,333.65812705441493,,R125,50
-99,51,0.0371284790960452,54248140.3699,35006.82751,900760.0,R126,R127,R125,R138,R115,210.57850274610283,210.57850274610283,333.8303058578461,333.65812705441493,R126,50
-99,54,0.04226350569620253,45980407.9577,0.0,0.0,R127,R128,R126,R139,R116,196.71261177762548,196.71261177762548,333.9978578481248,333.8303058578461,R127,50
-99,57,0.04370088541666667,38652751.913499996,0.0,0.0,R128,R129,R127,R140,R117,182.3019064120754,182.3019064120754,334.15893324043475,333.9978578481248,R128,50
-99,60,0.03115201654135338,50225053.8228,0.0,0.0,R129,R130,R128,R141,R118,167.3856623320569,167.3856623320569,334.3117494138862,334.15893324043475,R129,50
-99,63,0.028647975833333332,48542822.8907,0.0,0.0,R130,R131,R129,R142,R119,152.00468545469397,152.00468545469397,334.45461121896113,334.3117494138862,R130,50
-99,66,0.02714886635514019,45764907.543,0.0,0.0,R131,R132,R130,R143,R120,136.2012022570748,136.2012022570748,334.5859304616568,334.45461121896113,R131,50
-99,69,0.028566563076923075,25635803.594,151.7763882,0.0,R132,R133,R131,R144,R121,120.01874256123294,120.01874256123294,334.70424431105016,334.5859304616568,R132,50
-99,72,0.028659200000000003,23962614.082200002,0.094388301,0.0,R133,R134,R132,R145,R122,103.5020151220522,103.5020151220522,334.80823238428104,334.70424431105016,R133,50
-99,75,0.03046449016393443,22695277.3799,32.28079899,0.0,R134,R135,R133,R146,R123,86.69677647368049,86.69677647368049,334.8967322749505,334.80823238428104,R134,50
