lon,lat,LCOE,max_elc,demand,co2,region,up_id,down_id,right_id,left_id,right_distance,left_distance,up_distance,down_distance,site_id,co2_cost
-140,60,0.07696022042253521,27231468.85803,134.0313876,0.0,R0,R1,R-999,R4,R-999,278.93360286227386,,557.2662978174928,,R0,50
-140,65,0.08303904599156119,39491121.2921,209.6364168,0.0,R1,R2,R0,R5,R-999,235.81617345235006,,557.6416104621886,557.2662978174928,R1,50
-140,70,0.060899103370786516,19645622.80788,3.020425636,0.0,R2,R-999,R1,R6,R-999,190.87920836211484,,,557.6416104621886,R2,50
-135,55,0.03399326923076923,4650100.0774,0.0,0.0,R3,R4,R-999,R8,R-999,319.9025061993817,,556.8425063663276,,R3,50
-135,60,0.05456367078651685,61870930.0621,18.40571872,0.0,R4,R5,R3,R9,R0,278.93360286227386,278.93360286227386,557.2662978174928,556.8425063663276,R4,50
-135,65,0.07875461870967743,50425033.915980004,270.1393178,0.0,R5,R6,R4,R10,R1,235.81617345235006,235.81617345235006,557.6416104621886,557.2662978174928,R5,50
-135,70,0.04582935225225225,28977443.1007,556.985365,0.0,R6,R-999,R5,R11,R2,190.87920836211484,190.87920836211484,,557.6416104621886,R6,50
-130,50,0.037823189285714286,18644737.0352,0.0,0.0,R7,R8,R-999,R12,R-999,358.41200019266023,,556.3832714400355,,R7,50
-130,55,0.04871201950464396,83278450.66718,5407.411383690001,0.0,R8,R9,R7,R13,R3,319.9025061993817,319.9025061993817,556.8425063663276,556.3832714400355,R8,50
-130,60,0.06766421273712737,70388388.75311,3719.8429476,0.0,R9,R10,R8,R14,R4,278.93360286227386,278.93360286227386,557.2662978174928,556.8425063663276,R9,50
-130,65,0.07299744551282052,52447857.38166,185.2842351,0.0,R10,R11,R9,R15,R5,235.81617345235006,235.81617345235006,557.6416104621886,557.2662978174928,R10,50
-130,70,0.04881391768707483,38509576.8412,0.0,0.0,R11,R-999,R10,R16,R6,190.87920836211484,190.87920836211484,,557.6416104621886,R11,50
-125,50,0.06790942179836512,69403258.25823,251949.9371,1705880.0,R12,R13,R-999,R18,R7,358.41200019266023,358.41200019266023,556.3832714400355,,R12,50
-125,55,0.06533187205542725,80293124.76762,12719.76746,441830.0,R13,R14,R12,R19,R8,319.9025061993817,319.9025061993817,556.8425063663276,556.3832714400355,R13,50
-125,60,0.07558250921409214,63079177.4278,826.55835302,0.0,R14,R15,R13,R20,R9,278.93360286227386,278.93360286227386,557.2662978174928,556.8425063663276,R14,50
-125,65,0.0633262347266881,60103347.77004,63.05138515,0.0,R15,R16,R14,R21,R10,235.81617345235006,235.81617345235006,557.6416104621886,557.2662978174928,R15,50
-125,70,0.038130869590643275,53937233.3367,32.94151709,0.0,R16,R17,R15,R22,R11,190.87920836211484,190.87920836211484,557.9568595101532,557.6416104621886,R16,50
