lon,lat,LCOE,max_elec
-137.6732571,60.76554159,0.0486939,237556.1068
-137.4251922,60.6263847,0.0404736,285804.3526
-137.1793304,60.48677406,0.0350727,329815.6629
-136.9356497,60.34671681,0.0413446,279783.0474
-136.6941283,60.20622005,0.0324963,355964.5864
-136.4547445,60.06529076,0.0304848,379452.125
-136.2174766,59.92393588,0.0323266,357832.4867
-135.9823034,59.78216224,0.0385296,300224.175
-135.7492035,59.6399766,0.0659203,175477.3684
-135.0621333,59.21101416,0.0300896,384435.6858
-133.3160169,58.05060105,0.0349193,331263.9501
-133.1061953,57.90397161,0.0310091,373035.9335
-132.8981851,57.75701135,0.0303169,381553.282
-132.6919673,57.60972604,0.0264722,436969.1188
-132.4875231,57.46212136,0.0313515,368961.8667
-132.284834,57.31420294,0.0319254,362329.7892
-132.0838815,57.16597634,0.0506719,228282.711
-131.8846473,57.01744707,0.0417608,276994.873
-131.6871134,56.86862055,0.040634,284676.0443
-131.4912618,56.71950218,0.0659855,175304.0028
-131.2970748,56.57009725,0.0435931,265352.2648
-131.1045348,56.42041103,0.0410969,281469.4831
-130.9136245,56.27044871,0.0802214,144195.1101
-130.1659385,55.66794034,0.0725389,159466.6123
-129.982922,55.51667344,0.0664215,174153.4464
-129.8014345,55.36516042,0.0651344,177594.6674
-129.6214598,55.21340608,0.0479901,241039.7364
-129.442982,55.06141515,0.0556032,208036.9994
-129.2659853,54.90919235,0.0432062,267728.4449
-129.090454,54.75674231,0.0625418,184956.6434
-128.9163727,54.60406963,0.0591528,195553.3672
-128.7437259,54.45117884,0.070586,163878.4022
-128.5724986,54.29807445,0.0540678,213944.7491
-128.4026758,54.14476088,0.0600741,192554.2264
-128.2342427,53.99124254,0.0441967,261728.4022
-128.0671846,53.83752377,0.0346366,333968.499
-127.9014869,53.68360887,0.0401594,288039.9732
-127.7371355,53.52950209,0.038537,300166.6838
-127.5741161,53.37520763,0.037346,309739.3206
-127.4124147,53.22072966,0.0465362,248570.2859
-127.2520174,53.06607229,0.0594025,194731.3324
-127.0929106,52.91123959,0.0583273,198321.0376
-126.9350807,52.75623558,0.0475538,243251.4389
-126.7785143,52.60106425,0.0434425,266271.8691
-126.6231982,52.44572953,0.066148,174873.4478
-126.4691192,52.29023534,0.0532274,217322.674
-126.3162646,52.13458552,0.0390649,296110.0771
-126.1646214,51.97878388,0.037842,305679.076
-126.014177,51.82283421,0.0448785,257752.1059
